lemma	form	tags	attested_count	pron_exact	ortho_exact	onomastic	case_evidence
reopen	reopened	V;PST/V;V.PTCP;PST	14	yes	yes	no	common (4/42 medial-cap, 0 initial)
logistic	logistics	N;PL/V;PRS;3;SG	10	yes	yes	no	common (0/2 medial-cap, 0 initial)
proceed	proceeding	V;V.PTCP;PRS	69	yes	yes	no	common (10/516 medial-cap, 8 initial)
disaster	disasters	N;PL/V;PRS;3;SG	20	yes	yes	no	common (10/138 medial-cap, 1 initial)
cover	covered	V;PST/V;V.PTCP;PST	367	yes	yes	no	common (9/627 medial-cap, 8 initial)
worsen	worsened	V;PST/V;V.PTCP;PST	9	yes	yes	no	common (1/15 medial-cap, 0 initial)
hue	hues	N;PL/V;PRS;3;SG	14	yes	yes	no	common (1/141 medial-cap, 0 initial)
sharpen	sharpening	V;V.PTCP;PRS	11	yes	yes	no	common (0/15 medial-cap, 0 initial)
shadow	shadows	N;PL/V;PRS;3;SG	84	yes	yes	no	common (27/899 medial-cap, 3 initial)
pull	pulls	N;PL/V;PRS;3;SG	26	yes	yes	no	common (7/482 medial-cap, 37 initial)
reflect	reflecting	V;V.PTCP;PRS	115	yes	yes	no	common (6/460 medial-cap, 9 initial)
bottom	bottomed	V;PST/V;V.PTCP;PST	20	yes	yes	no	common (15/975 medial-cap, 3 initial)
temper	tempers	N;PL/V;PRS;3;SG	14	yes	yes	no	common (4/801 medial-cap, 2 initial)
brows	browsing	V;V.PTCP;PRS	51	yes	yes	no	common (0/200 medial-cap, 0 initial)
mathematic	mathematics	N;PL/V;PRS;3;SG	27	yes	yes	no	no-census
frighten	frightening	V;V.PTCP;PRS	21	yes	yes	no	common (1/179 medial-cap, 0 initial)
flutter	fluttering	V;V.PTCP;PRS	17	yes	yes	no	common (2/103 medial-cap, 0 initial)
rumor	rumored	V;PST/V;V.PTCP;PST	16	yes	yes	no	common (8/53 medial-cap, 5 initial)
stuart	stuarts	N;PL/V;PRS;3;SG	5	yes	yes	no	proper (25/25 medial-cap, 2 initial)
suffer	suffering	V;V.PTCP;PRS	174	yes	yes	no	common (13/738 medial-cap, 6 initial)
dove	doves	N;PL/V;PRS;3;SG	14	yes	yes	no	common (3/77 medial-cap, 0 initial)
array	arrays	N;PL/V;PRS;3;SG	6	yes	yes	no	common (0/112 medial-cap, 0 initial)
area	areas	N;PL/V;PRS;3;SG	672	yes	yes	no	common (19/721 medial-cap, 2 initial)
imbalance	imbalances	N;PL/V;PRS;3;SG	56	yes	yes	no	common (0/47 medial-cap, 0 initial)
composition	compositions	N;PL/V;PRS;3;SG	11	yes	yes	no	common (6/157 medial-cap, 0 initial)
exhort	exhorting	V;V.PTCP;PRS	6	yes	yes	no	common (0/22 medial-cap, 1 initial)
attend	attended	V;PST/V;V.PTCP;PST	109	yes	yes	no	common (12/587 medial-cap, 14 initial)
repetition	repetitions	N;PL/V;PRS;3;SG	7	yes	yes	no	common (0/139 medial-cap, 0 initial)
disappoint	disappointing	V;V.PTCP;PRS	40	yes	yes	no	common (0/59 medial-cap, 0 initial)
outing	outings	N;PL/V;PRS;3;SG	5	yes	yes	no	common (3/9 medial-cap, 0 initial)
morn	morning	V;V.PTCP;PRS	1379	yes	yes	no	common (6/73 medial-cap, 0 initial)
investigation	investigations	N;PL/V;PRS;3;SG	44	yes	yes	no	common (18/211 medial-cap, 0 initial)
rest	rests	N;PL/V;PRS;3;SG	59	yes	yes	no	common (24/3500 medial-cap, 15 initial)
permission	permissions	N;PL/V;PRS;3;SG	11	yes	yes	no	common (2/396 medial-cap, 0 initial)
application	applications	N;PL/V;PRS;3;SG	109	yes	yes	no	common (14/375 medial-cap, 1 initial)
coin	coins	N;PL/V;PRS;3;SG	99	yes	yes	no	common (8/166 medial-cap, 0 initial)
lengthen	lengthening	V;V.PTCP;PRS	5	yes	yes	no	common (0/17 medial-cap, 0 initial)
depart	departed	V;PST/V;V.PTCP;PST	256	yes	yes	no	common (16/327 medial-cap, 7 initial)
linger	lingers	N;PL/V;PRS;3;SG	5	yes	yes	no	common (0/65 medial-cap, 0 initial)
shipmate	shipmates	N;PL/V;PRS;3;SG	29	yes	yes	no	common (3/30 medial-cap, 2 initial)
bureau	bureaus	N;PL/V;PRS;3;SG	5	yes	yes	no	proper (117/192 medial-cap, 0 initial)
center	centering	V;V.PTCP;PRS	6	yes	yes	no	common (69/368 medial-cap, 1 initial)
exalt	exalted	V;PST/V;V.PTCP;PST	87	yes	yes	no	common (0/50 medial-cap, 3 initial)
allotment	allotments	N;PL/V;PRS;3;SG	11	yes	yes	no	common (0/44 medial-cap, 0 initial)
churn	churning	V;V.PTCP;PRS	10	yes	yes	no	common (0/13 medial-cap, 0 initial)
condemn	condemned	V;PST/V;V.PTCP;PST	60	yes	yes	no	common (1/132 medial-cap, 1 initial)
offend	offending	V;V.PTCP;PRS	8	yes	yes	no	common (0/162 medial-cap, 1 initial)
occasion	occasioned	V;PST/V;V.PTCP;PST	23	yes	yes	no	common (12/1846 medial-cap, 1 initial)
athletic	athletics	N;PL/V;PRS;3;SG	10	yes	yes	no	common (5/48 medial-cap, 0 initial)
represent	representing	V;V.PTCP;PRS	116	yes	yes	no	common (0/251 medial-cap, 0 initial)
premium	premiums	N;PL/V;PRS;3;SG	43	yes	yes	no	common (4/145 medial-cap, 1 initial)
italian	italians	N;PL/V;PRS;3;SG	16	yes	yes	no	proper (473/474 medial-cap, 20 initial)
repo	repos	N;PL/V;PRS;3;SG	8	yes	yes	no	proper (1/2 medial-cap, 0 initial)
protest	protests	N;PL/V;PRS;3;SG	29	yes	yes	no	common (5/304 medial-cap, 0 initial)
deduction	deductions	N;PL/V;PRS;3;SG	16	yes	yes	no	common (3/51 medial-cap, 0 initial)
mapp	mapping	V;V.PTCP;PRS	10	yes	yes	no	no-census
appear	appears	N;PL/V;PRS;3;SG	309	yes	yes	no	common (9/1242 medial-cap, 0 initial)
whipp	whipped	V;PST/V;V.PTCP;PST	31	yes	yes	no	no-census
need	needed	V;PST/V;V.PTCP;PST	608	yes	yes	no	common (19/2871 medial-cap, 15 initial)
avow	avowed	V;PST/V;V.PTCP;PST	6	yes	yes	no	common (0/26 medial-cap, 0 initial)
sight	sighted	V;PST/V;V.PTCP;PST	23	yes	yes	no	common (13/2689 medial-cap, 7 initial)
concern	concerned	V;PST/V;V.PTCP;PST	351	yes	yes	no	common (13/647 medial-cap, 12 initial)
own	owned	V;PST/V;V.PTCP;PST	689	yes	yes	no	common (21/15531 medial-cap, 4 initial)
bestow	bestowed	V;PST/V;V.PTCP;PST	48	yes	yes	no	common (0/214 medial-cap, 4 initial)
talk	talked	V;PST/V;V.PTCP;PST	317	yes	yes	no	common (20/3169 medial-cap, 56 initial)
pajama	pajamas	N;PL/V;PRS;3;SG	5	yes	yes	no	common (0/1 medial-cap, 0 initial)
empower	empowering	V;V.PTCP;PRS	6	yes	yes	no	common (0/5 medial-cap, 0 initial)
month	months	N;PL/V;PRS;3;SG	1565	yes	yes	no	common (17/2472 medial-cap, 1 initial)
dozen	dozens	N;PL/V;PRS;3;SG	19	yes	yes	no	common (0/666 medial-cap, 0 initial)
buddie	buddies	N;PL/V;PRS;3;SG	7	yes	yes	no	no-census
puff	puffed	V;PST/V;V.PTCP;PST	13	yes	yes	no	common (6/68 medial-cap, 3 initial)
sweet	sweets	N;PL/V;PRS;3;SG	12	yes	yes	no	common (41/1558 medial-cap, 42 initial)
shift	shifted	V;PST/V;V.PTCP;PST	46	yes	yes	no	common (2/157 medial-cap, 1 initial)
hispanic	hispanics	N;PL/V;PRS;3;SG	5	yes	yes	no	no-census
stepp	stepping	V;V.PTCP;PRS	53	yes	yes	no	proper (1/1 medial-cap, 0 initial)
disturb	disturbing	V;V.PTCP;PRS	30	yes	yes	no	common (1/272 medial-cap, 0 initial)
accept	accepted	V;PST/V;V.PTCP;PST	329	yes	yes	no	common (12/898 medial-cap, 14 initial)
drift	drifts	N;PL/V;PRS;3;SG	15	yes	yes	no	common (1/91 medial-cap, 0 initial)
boe	boeing	V;V.PTCP;PRS	31	yes	yes	no	no-census
remittance	remittances	N;PL/V;PRS;3;SG	14	yes	yes	no	common (0/14 medial-cap, 0 initial)
proof	proofs	N;PL/V;PRS;3;SG	20	yes	yes	no	common (6/615 medial-cap, 10 initial)
appeal	appealing	V;V.PTCP;PRS	29	yes	yes	no	common (18/472 medial-cap, 0 initial)
suck	sucks	N;PL/V;PRS;3;SG	28	yes	yes	no	common (1/53 medial-cap, 0 initial)
rott	rotting	V;V.PTCP;PRS	10	yes	yes	no	no-census
assignment	assignments	N;PL/V;PRS;3;SG	22	yes	yes	no	common (0/71 medial-cap, 0 initial)
radio	radios	N;PL/V;PRS;3;SG	10	yes	yes	no	common (28/175 medial-cap, 8 initial)
pretend	pretended	V;PST/V;V.PTCP;PST	17	yes	yes	no	common (0/268 medial-cap, 1 initial)
manufacturer	manufacturers	N;PL/V;PRS;3;SG	149	yes	yes	no	common (1/97 medial-cap, 0 initial)
skeptic	skeptics	N;PL/V;PRS;3;SG	6	yes	yes	no	common (0/1 medial-cap, 0 initial)
appear	appearing	V;V.PTCP;PRS	71	yes	yes	no	common (9/1242 medial-cap, 0 initial)
ramification	ramifications	N;PL/V;PRS;3;SG	5	yes	yes	no	proper (3/6 medial-cap, 0 initial)
cushion	cushions	N;PL/V;PRS;3;SG	11	yes	yes	no	common (1/91 medial-cap, 0 initial)
hover	hovered	V;PST/V;V.PTCP;PST	21	yes	yes	no	common (2/39 medial-cap, 0 initial)
corrupt	corrupted	V;PST/V;V.PTCP;PST	31	yes	yes	no	common (5/110 medial-cap, 2 initial)
disruption	disruptions	N;PL/V;PRS;3;SG	12	yes	yes	no	common (1/21 medial-cap, 0 initial)
land	landed	V;PST/V;V.PTCP;PST	50	yes	yes	no	common (93/3241 medial-cap, 55 initial)
tann	tanning	V;V.PTCP;PRS	6	yes	yes	no	common (0/3 medial-cap, 0 initial)
falter	faltering	V;V.PTCP;PRS	14	yes	yes	no	common (0/28 medial-cap, 0 initial)
beginning	beginnings	N;PL/V;PRS;3;SG	27	yes	yes	no	common (25/1938 medial-cap, 21 initial)
regain	regaining	V;V.PTCP;PRS	8	yes	yes	no	common (0/75 medial-cap, 0 initial)
hasten	hastening	V;V.PTCP;PRS	13	yes	yes	no	common (2/127 medial-cap, 6 initial)
scowl	scowled	V;PST/V;V.PTCP;PST	6	yes	yes	no	common (2/46 medial-cap, 0 initial)
outdoor	outdoors	N;PL/V;PRS;3;SG	15	yes	yes	no	common (7/60 medial-cap, 1 initial)
contrast	contrasts	N;PL/V;PRS;3;SG	14	yes	yes	no	common (2/354 medial-cap, 2 initial)
talent	talented	V;PST/V;V.PTCP;PST	13	yes	yes	no	common (0/216 medial-cap, 2 initial)
extend	extending	V;V.PTCP;PRS	94	yes	yes	no	common (10/188 medial-cap, 4 initial)
accompaniment	accompaniments	N;PL/V;PRS;3;SG	6	yes	yes	no	common (0/46 medial-cap, 0 initial)
exemption	exemptions	N;PL/V;PRS;3;SG	7	yes	yes	no	common (4/27 medial-cap, 1 initial)
govern	governing	V;V.PTCP;PRS	50	yes	yes	no	common (3/85 medial-cap, 0 initial)
jewelmaster	jewelmasters	N;PL/V;PRS;3;SG	5	yes	yes	no	no-census
bask	basking	V;V.PTCP;PRS	8	yes	yes	no	common (0/11 medial-cap, 0 initial)
lett	letting	V;V.PTCP;PRS	68	yes	yes	no	proper (1/1 medial-cap, 0 initial)
coal	coals	N;PL/V;PRS;3;SG	41	yes	yes	no	common (28/296 medial-cap, 4 initial)
proclaim	proclaimed	V;PST/V;V.PTCP;PST	39	yes	yes	no	common (3/75 medial-cap, 1 initial)
model	modeling	V;V.PTCP;PRS	5	yes	yes	no	common (19/245 medial-cap, 0 initial)
robert	roberts	N;PL/V;PRS;3;SG	66	yes	yes	yes	proper (293/294 medial-cap, 46 initial)
strife	strifes	N;PL/V;PRS;3;SG	5	yes	yes	no	common (0/104 medial-cap, 0 initial)
participation	participations	N;PL/V;PRS;3;SG	5	yes	yes	no	common (0/139 medial-cap, 2 initial)
belong	belongs	N;PL/V;PRS;3;SG	93	yes	yes	no	common (0/382 medial-cap, 0 initial)
penn	penned	V;PST/V;V.PTCP;PST	5	yes	yes	no	proper (18/28 medial-cap, 2 initial)
hair	haired	V;PST/V;V.PTCP;PST	59	yes	yes	no	common (9/2643 medial-cap, 4 initial)
ambition	ambitions	N;PL/V;PRS;3;SG	35	yes	yes	no	common (15/248 medial-cap, 8 initial)
evict	evicted	V;PST/V;V.PTCP;PST	5	yes	yes	no	no-census
mapp	mapped	V;PST/V;V.PTCP;PST	6	yes	yes	no	no-census
downward	downwards	N;PL/V;PRS;3;SG	38	yes	yes	no	common (4/190 medial-cap, 0 initial)
portray	portrays	N;PL/V;PRS;3;SG	5	yes	yes	no	common (0/12 medial-cap, 0 initial)
robb	robbing	V;V.PTCP;PRS	7	yes	yes	no	no-census
frett	fretted	V;PST/V;V.PTCP;PST	6	yes	yes	no	no-census
berrie	berries	N;PL/V;PRS;3;SG	55	yes	yes	no	no-census
jean	jeans	N;PL/V;PRS;3;SG	10	yes	yes	no	proper (980/982 medial-cap, 300 initial)
submission	submissions	N;PL/V;PRS;3;SG	5	yes	yes	no	common (1/157 medial-cap, 1 initial)
batt	batting	V;V.PTCP;PRS	16	yes	yes	no	no-census
regard	regarding	V;V.PTCP;PRS	108	yes	yes	no	common (5/1316 medial-cap, 4 initial)
glitter	glittering	V;V.PTCP;PRS	44	yes	yes	no	common (0/52 medial-cap, 0 initial)
colour	coloured	V;PST/V;V.PTCP;PST	77	yes	yes	no	common (7/677 medial-cap, 0 initial)
land	lands	N;PL/V;PRS;3;SG	234	yes	yes	no	common (93/3241 medial-cap, 55 initial)
detain	detaining	V;V.PTCP;PRS	6	yes	yes	no	common (1/122 medial-cap, 0 initial)
waiter	waiters	N;PL/V;PRS;3;SG	10	yes	yes	no	common (10/329 medial-cap, 17 initial)
town	towns	N;PL/V;PRS;3;SG	126	yes	yes	no	common (97/2769 medial-cap, 4 initial)
begg	begged	V;PST/V;V.PTCP;PST	81	yes	yes	no	common (0/2 medial-cap, 0 initial)
roof	roofs	N;PL/V;PRS;3;SG	23	yes	yes	no	common (1/635 medial-cap, 0 initial)
devour	devoured	V;PST/V;V.PTCP;PST	60	yes	yes	no	common (0/126 medial-cap, 0 initial)
valuation	valuations	N;PL/V;PRS;3;SG	6	yes	yes	no	common (0/37 medial-cap, 0 initial)
conform	conforms	N;PL/V;PRS;3;SG	7	yes	yes	no	common (0/37 medial-cap, 0 initial)
invent	inventing	V;V.PTCP;PRS	5	yes	yes	no	common (0/88 medial-cap, 0 initial)
winter	winters	N;PL/V;PRS;3;SG	10	yes	yes	no	common (29/906 medial-cap, 16 initial)
contribution	contributions	N;PL/V;PRS;3;SG	70	yes	yes	no	common (2/126 medial-cap, 0 initial)
slacken	slackened	V;PST/V;V.PTCP;PST	12	yes	yes	no	common (0/18 medial-cap, 0 initial)
toward	towards	N;PL/V;PRS;3;SG	685	yes	yes	no	common (16/1290 medial-cap, 28 initial)
murder	murders	N;PL/V;PRS;3;SG	19	yes	yes	no	common (35/655 medial-cap, 24 initial)
clott	clotted	V;PST/V;V.PTCP;PST	5	yes	yes	no	no-census
composer	composers	N;PL/V;PRS;3;SG	15	yes	yes	no	common (0/39 medial-cap, 0 initial)
shortage	shortages	N;PL/V;PRS;3;SG	41	yes	yes	no	common (17/168 medial-cap, 1 initial)
sprawl	sprawling	V;V.PTCP;PRS	13	yes	yes	no	common (0/5 medial-cap, 0 initial)
transcend	transcending	V;V.PTCP;PRS	7	yes	yes	no	common (1/6 medial-cap, 0 initial)
distinction	distinctions	N;PL/V;PRS;3;SG	21	yes	yes	no	common (0/299 medial-cap, 1 initial)
breath	breaths	N;PL/V;PRS;3;SG	13	yes	yes	no	common (6/1256 medial-cap, 1 initial)
endow	endowed	V;PST/V;V.PTCP;PST	17	yes	yes	no	common (2/12 medial-cap, 0 initial)
armament	armaments	N;PL/V;PRS;3;SG	20	yes	yes	no	common (0/6 medial-cap, 0 initial)
hayne	haynes	N;PL/V;PRS;3;SG	5	yes	yes	no	dual (0/0 medial-cap, 1 initial)
suspend	suspending	V;V.PTCP;PRS	14	yes	yes	no	common (0/56 medial-cap, 3 initial)
tempt	tempting	V;V.PTCP;PRS	25	yes	yes	no	common (2/104 medial-cap, 0 initial)
speake	speakes	N;PL/V;PRS;3;SG	10	yes	yes	no	common (8/107 medial-cap, 11 initial)
warn	warned	V;PST/V;V.PTCP;PST	152	yes	yes	no	common (4/351 medial-cap, 6 initial)
ripp	ripped	V;PST/V;V.PTCP;PST	21	yes	yes	no	no-census
chestnut	chestnuts	N;PL/V;PRS;3;SG	7	yes	yes	no	common (6/86 medial-cap, 0 initial)
hour	hours	N;PL/V;PRS;3;SG	586	yes	yes	no	common (8/3896 medial-cap, 5 initial)
government	governments	N;PL/V;PRS;3;SG	244	yes	yes	no	common (350/2649 medial-cap, 43 initial)
walnut	walnuts	N;PL/V;PRS;3;SG	11	yes	yes	no	common (7/39 medial-cap, 1 initial)
murmur	murmured	V;PST/V;V.PTCP;PST	58	yes	yes	no	common (1/192 medial-cap, 0 initial)
industrie	industries	N;PL/V;PRS;3;SG	742	yes	yes	no	proper (7/7 medial-cap, 0 initial)
fitt	fitted	V;PST/V;V.PTCP;PST	59	yes	yes	no	no-census
overcrowd	overcrowded	V;PST/V;V.PTCP;PST	5	yes	yes	no	common (0/1 medial-cap, 0 initial)
astrologer	astrologers	N;PL/V;PRS;3;SG	8	yes	yes	no	common (0/4 medial-cap, 0 initial)
defend	defended	V;PST/V;V.PTCP;PST	48	yes	yes	no	common (6/318 medial-cap, 5 initial)
depression	depressions	N;PL/V;PRS;3;SG	8	yes	yes	no	common (3/146 medial-cap, 2 initial)
counsel	counseling	V;V.PTCP;PRS	12	yes	yes	no	common (8/467 medial-cap, 8 initial)
scorn	scorned	V;PST/V;V.PTCP;PST	6	yes	yes	no	common (1/317 medial-cap, 1 initial)
allocation	allocations	N;PL/V;PRS;3;SG	26	yes	yes	no	common (0/48 medial-cap, 1 initial)
art	arts	N;PL/V;PRS;3;SG	112	yes	yes	no	common (149/1769 medial-cap, 38 initial)
snow	snowing	V;V.PTCP;PRS	7	yes	yes	no	common (29/666 medial-cap, 12 initial)
food	foods	N;PL/V;PRS;3;SG	136	yes	yes	no	common (107/961 medial-cap, 13 initial)
reopen	reopens	N;PL/V;PRS;3;SG	5	yes	yes	no	common (4/42 medial-cap, 0 initial)
improvement	improvements	N;PL/V;PRS;3;SG	98	yes	yes	no	common (11/319 medial-cap, 2 initial)
plott	plotted	V;PST/V;V.PTCP;PST	13	yes	yes	no	no-census
lapp	lapping	V;V.PTCP;PRS	5	yes	yes	no	proper (1/1 medial-cap, 0 initial)
doctrine	doctrines	N;PL/V;PRS;3;SG	14	yes	yes	no	common (7/192 medial-cap, 2 initial)
window	windows	N;PL/V;PRS;3;SG	485	yes	yes	no	common (15/3150 medial-cap, 2 initial)
unconcern	unconcerned	V;PST/V;V.PTCP;PST	15	yes	yes	no	common (0/32 medial-cap, 0 initial)
combination	combinations	N;PL/V;PRS;3;SG	34	yes	yes	no	common (3/253 medial-cap, 0 initial)
distribution	distributions	N;PL/V;PRS;3;SG	22	yes	yes	no	common (25/344 medial-cap, 5 initial)
shatter	shattered	V;PST/V;V.PTCP;PST	32	yes	yes	no	common (0/11 medial-cap, 0 initial)
restriction	restrictions	N;PL/V;PRS;3;SG	141	yes	yes	no	common (2/27 medial-cap, 0 initial)
farmland	farmlands	N;PL/V;PRS;3;SG	7	yes	yes	no	common (2/17 medial-cap, 1 initial)
disrupt	disrupting	V;V.PTCP;PRS	5	yes	yes	no	common (1/23 medial-cap, 0 initial)
connexion	connexions	N;PL/V;PRS;3;SG	18	yes	yes	no	common (0/193 medial-cap, 0 initial)
hail	hailed	V;PST/V;V.PTCP;PST	36	yes	yes	no	common (15/162 medial-cap, 11 initial)
explanation	explanations	N;PL/V;PRS;3;SG	27	yes	yes	no	common (9/692 medial-cap, 1 initial)
stiffen	stiffening	V;V.PTCP;PRS	8	yes	yes	no	common (0/8 medial-cap, 0 initial)
carrot	carrots	N;PL/V;PRS;3;SG	9	yes	yes	no	common (1/9 medial-cap, 0 initial)
convey	conveys	N;PL/V;PRS;3;SG	8	yes	yes	no	common (0/182 medial-cap, 1 initial)
reaffirm	reaffirming	V;V.PTCP;PRS	7	yes	yes	no	common (0/7 medial-cap, 0 initial)
custom	customs	N;PL/V;PRS;3;SG	98	yes	yes	no	common (24/457 medial-cap, 2 initial)
pardon	pardoned	V;PST/V;V.PTCP;PST	12	yes	yes	no	common (75/993 medial-cap, 89 initial)
brimm	brimming	V;V.PTCP;PRS	6	yes	yes	no	no-census
starbuck	starbucks	N;PL/V;PRS;3;SG	13	yes	yes	no	proper (364/364 medial-cap, 33 initial)
babylonian	babylonians	N;PL/V;PRS;3;SG	6	yes	yes	no	proper (6/6 medial-cap, 0 initial)
iraqi	iraqis	N;PL/V;PRS;3;SG	14	yes	yes	no	proper (41/41 medial-cap, 6 initial)
descend	descends	N;PL/V;PRS;3;SG	19	yes	yes	no	common (4/194 medial-cap, 4 initial)
skill	skills	N;PL/V;PRS;3;SG	106	yes	yes	no	common (3/294 medial-cap, 2 initial)
scripp	scripps	N;PL/V;PRS;3;SG	5	yes	yes	no	no-census
regard	regarded	V;PST/V;V.PTCP;PST	137	yes	yes	no	common (5/1316 medial-cap, 4 initial)
director	directors	N;PL/V;PRS;3;SG	254	yes	yes	no	common (115/415 medial-cap, 3 initial)
enhancement	enhancements	N;PL/V;PRS;3;SG	5	yes	yes	no	proper (38/70 medial-cap, 0 initial)
hail	hailing	V;V.PTCP;PRS	10	yes	yes	no	common (15/162 medial-cap, 11 initial)
suspend	suspended	V;PST/V;V.PTCP;PST	166	yes	yes	no	common (0/56 medial-cap, 3 initial)
woodland	woodlands	N;PL/V;PRS;3;SG	5	yes	yes	no	common (1/17 medial-cap, 0 initial)
pull	pulled	V;PST/V;V.PTCP;PST	196	yes	yes	no	common (7/482 medial-cap, 37 initial)
cool	cooled	V;PST/V;V.PTCP;PST	32	yes	yes	no	common (7/537 medial-cap, 7 initial)
confirm	confirms	N;PL/V;PRS;3;SG	29	yes	yes	no	common (0/167 medial-cap, 0 initial)
briton	britons	N;PL/V;PRS;3;SG	14	yes	yes	no	proper (16/16 medial-cap, 0 initial)
represent	represents	N;PL/V;PRS;3;SG	130	yes	yes	no	common (0/251 medial-cap, 0 initial)
want	wanting	V;V.PTCP;PRS	109	yes	yes	no	common (22/5703 medial-cap, 10 initial)
lobster	lobsters	N;PL/V;PRS;3;SG	9	yes	yes	no	common (6/49 medial-cap, 0 initial)
seem	seemed	V;PST/V;V.PTCP;PST	1489	yes	yes	no	common (4/2034 medial-cap, 1 initial)
abstraction	abstractions	N;PL/V;PRS;3;SG	8	yes	yes	no	common (4/102 medial-cap, 0 initial)
ascend	ascending	V;V.PTCP;PRS	42	yes	yes	no	common (4/103 medial-cap, 1 initial)
han	hans	N;PL/V;PRS;3;SG	59	yes	yes	no	proper (20/35 medial-cap, 0 initial)
draught	draughts	N;PL/V;PRS;3;SG	10	yes	yes	no	common (4/156 medial-cap, 0 initial)
migration	migrations	N;PL/V;PRS;3;SG	5	yes	yes	no	common (0/14 medial-cap, 0 initial)
employment	employments	N;PL/V;PRS;3;SG	19	yes	yes	no	common (20/402 medial-cap, 9 initial)
need	needs	N;PL/V;PRS;3;SG	678	yes	yes	no	common (19/2871 medial-cap, 15 initial)
correspond	corresponding	V;V.PTCP;PRS	86	yes	yes	no	common (0/76 medial-cap, 0 initial)
alarm	alarmed	V;PST/V;V.PTCP;PST	57	yes	yes	no	common (4/586 medial-cap, 2 initial)
rodger	rodgers	N;PL/V;PRS;3;SG	8	yes	yes	no	no-census
joy	joys	N;PL/V;PRS;3;SG	69	yes	yes	no	common (24/1431 medial-cap, 23 initial)
reform	reforms	N;PL/V;PRS;3;SG	105	yes	yes	no	common (56/239 medial-cap, 4 initial)
legend	legends	N;PL/V;PRS;3;SG	22	yes	yes	no	common (4/120 medial-cap, 1 initial)
prevent	prevented	V;PST/V;V.PTCP;PST	106	yes	yes	no	common (4/889 medial-cap, 0 initial)
ticket	tickets	N;PL/V;PRS;3;SG	28	yes	yes	no	common (4/106 medial-cap, 1 initial)
hebrew	hebrews	N;PL/V;PRS;3;SG	27	yes	yes	no	proper (67/67 medial-cap, 0 initial)
steward	stewards	N;PL/V;PRS;3;SG	10	yes	yes	no	common (10/215 medial-cap, 5 initial)
dread	dreading	V;V.PTCP;PRS	5	yes	yes	no	common (1/566 medial-cap, 4 initial)
backward	backwards	N;PL/V;PRS;3;SG	32	yes	yes	no	common (1/218 medial-cap, 2 initial)
perception	perceptions	N;PL/V;PRS;3;SG	12	yes	yes	no	common (3/200 medial-cap, 2 initial)
latitude	latitudes	N;PL/V;PRS;3;SG	17	yes	yes	no	common (2/57 medial-cap, 0 initial)
rattlesnake	rattlesnakes	N;PL/V;PRS;3;SG	5	yes	yes	no	common (0/7 medial-cap, 0 initial)
persecution	persecutions	N;PL/V;PRS;3;SG	8	yes	yes	no	common (1/59 medial-cap, 1 initial)
encrust	encrusted	V;PST/V;V.PTCP;PST	5	yes	yes	no	no-census
netherland	netherlands	N;PL/V;PRS;3;SG	91	yes	yes	no	no-census
folk	folks	N;PL/V;PRS;3;SG	61	yes	yes	no	common (7/232 medial-cap, 6 initial)
front	fronts	N;PL/V;PRS;3;SG	19	yes	yes	no	common (7/1807 medial-cap, 2 initial)
pleas	pleased	V;PST/V;V.PTCP;PST	353	yes	yes	no	common (15/38 medial-cap, 3 initial)
happen	happened	V;PST/V;V.PTCP;PST	441	yes	yes	no	common (3/917 medial-cap, 1 initial)
pardon	pardons	N;PL/V;PRS;3;SG	5	yes	yes	no	common (75/993 medial-cap, 89 initial)
philippine	philippines	N;PL/V;PRS;3;SG	103	yes	yes	no	proper (61/61 medial-cap, 14 initial)
design	designing	V;V.PTCP;PRS	17	yes	yes	no	common (12/434 medial-cap, 3 initial)
protract	protracted	V;PST/V;V.PTCP;PST	10	yes	yes	no	common (0/12 medial-cap, 0 initial)
inhabitant	inhabitants	N;PL/V;PRS;3;SG	235	yes	yes	no	common (1/81 medial-cap, 1 initial)
vomit	vomiting	V;V.PTCP;PRS	6	yes	yes	no	common (0/20 medial-cap, 0 initial)
lack	lacking	V;V.PTCP;PRS	79	yes	yes	no	common (3/367 medial-cap, 2 initial)
attain	attaining	V;V.PTCP;PRS	15	yes	yes	no	common (0/143 medial-cap, 0 initial)
specimen	specimens	N;PL/V;PRS;3;SG	22	yes	yes	no	common (2/121 medial-cap, 0 initial)
attract	attracted	V;PST/V;V.PTCP;PST	69	yes	yes	no	common (2/187 medial-cap, 0 initial)
shorten	shortened	V;PST/V;V.PTCP;PST	21	yes	yes	no	common (0/24 medial-cap, 0 initial)
correction	corrections	N;PL/V;PRS;3;SG	12	yes	yes	no	common (2/77 medial-cap, 2 initial)
print	prints	N;PL/V;PRS;3;SG	30	yes	yes	no	common (15/181 medial-cap, 2 initial)
risk	risked	V;PST/V;V.PTCP;PST	9	yes	yes	no	common (7/576 medial-cap, 2 initial)
black	blacked	V;PST/V;V.PTCP;PST	6	yes	yes	no	common (166/3064 medial-cap, 35 initial)
ribbon	ribbons	N;PL/V;PRS;3;SG	17	yes	yes	no	common (0/157 medial-cap, 0 initial)
simm	simms	N;PL/V;PRS;3;SG	17	yes	yes	no	proper (1/1 medial-cap, 0 initial)
puppet	puppets	N;PL/V;PRS;3;SG	6	yes	yes	no	common (5/55 medial-cap, 0 initial)
expedition	expeditions	N;PL/V;PRS;3;SG	10	yes	yes	no	common (6/208 medial-cap, 0 initial)
